cunicah,eam_15,trh2b_15,trh4b_15
643,0,5, 
647,0,1, 
693,0,2, 
698,0,1, 
704,0,6, 
713,0, ,1
727,0,1, 
729,0,4, 
762,0,3, 
770,0,1, 
774,0,1, 
786,0,2, 
793,0,5, 
800,0, ,1
814,0, ,1
818,0,0, 
819,0,0, 
822,0,8, 
823,0, ,1
838,0,5, 
853,0,4, 
859,0,1, 
861,0,6, 
869,0,3, 
872,0,2, 
874,0,5, 
892,0,1, 
897,0,4, 
901,0, ,1
910,0, ,1
913,0, ,1
914,0,1, 
920,0, ,1
927,0,7, 
934,0,3, 
943,0, ,1
650,0,1, 
657,0,0, 
658,0,4, 
660,0, ,1
666,0,4,2
667,0, ,1
672,0,4, 
721,0,1, 
726,0,0, 
739,0,1,2
754,0,5, 
763,0, ,1
764,0, ,1
765,0,3, 
766,0,1,2
772,0, ,1
775,0, ,1
779,0,3, 
785,0,2, 
792,0,1, 
796,0,2, 
803,0,5, 
804,0, ,1
808,0,1, 
809,0, ,1
824,0, ,1
828,0,1, 
834,0,2, 
846,0,1, 
852,0,1, 
860,0,2, 
867,0,2, 
878,0,1, 
879,0,1, 
885,0,5, 
900,0,4, 
908,0,2, 
909,0,0, 
912,0, ,1
917,0, ,1
923,0, ,1
937,0,0, 
941,0,2, 
945,0, ,1
948,0,2,2
955,0,1, 
956,0,1, 
971,0,4, 
981,0,0, 
984,0, ,1
990,0,5, 
998,0,2, 
1001,0,0, 
1007,0,10, 
1008,0,1, 
1041,0, ,1
1051,0,0, 
1055,0,7, 
1057,0,1, 
1065,0,6,2
1066,0, ,1
1068,0, ,1
1087,0,3, 
1095,0,0, 
1096,0,1, 
1100,0,14, 
1101,0, ,1
949,0,2, 
957,0,0, 
963,0,1, 
967,0, ,1
968,0,0, 
977,0,1,2
983,0,2, 
989,0,4, 
993,0, ,1
1002,0,5,2
1006,0,1, 
1014,0, ,1
1024,0, ,1
1026,0,0, 
1054,0,5, 
1062,0, ,1
1067,0, ,1
1070,0, ,1
1072,0,5, 
1076,0,2, 
1077,0,0, 
1086,0, ,1
1093,0,1, 
1095,0,0, 
1105,0,7, 
1107,0,6, 
1114,0, ,1
1117,0, ,1
1121,1,6, 
1124,0,1,2
1125,0, ,1
1137,0,7, 
1144,0,1,2
1168,0, ,1
1181,0, ,1
1187,0,6, 
1192,0,1, 
1193,0, ,1
1201,0, ,1
1204,0,3, 
1209,0,3, 
1211,0, ,1
1215,0,2, 
1218,0,0, 
1220,0, ,1
1231,0, ,1
1234,0,1, 
1235,0,2, 
1239,0,1, 
1244,0,3, 
1250,0, ,1
1252,0, ,1
1271,0, ,1
1276,0,2, 
1280,0, ,1
1281,0, ,1
1282,0,4, 
1287,0, ,1
1290,0,2,2
1291,0,1, 
1299,0,2,2
1300,0,2, 
1308,0, ,1
1102,0,1, 
1103,0,4, 
1110,0,4, 
1120,1,1, 
1123,1, ,1
1131,0,2, 
1133,0, ,1
1161,1, ,1
1178,0,1, 
1179,0,8,2
1180,0,4, 
1183,0,1, 
1184,0,1, 
1186,0,1,2
1198,0,1, 
1204,0,3, 
1212,0,1, 
1228,0,3, 
1230,0,0, 
1232,0,2, 
1253,0,3, 
1254,0, ,1
1255,0,1, 
1256,0,1, 
1259,0,3, 
1277,0,2, 
1286,0,1, 
1288,0, ,1
1289,0, ,1
1303,0,1, 
1304,0,2, 
1308,0,2, 
1319,0,3, 
1320,0,1, 
3,0,3, 
5,0, ,1
6,0, ,1
8,0, ,1
9,0,3, 
17,0, ,1
20,0,5, 
23,0, ,1
24,0,4, 
31,0, ,1
43,0, ,1
64,0,2, 
92,0,1, 
99,0, ,1
108,0,5, 
115,0, ,1
124,0, ,1
126,0,1, 
134,0,3, 
138,0, ,1
149,0, ,1
163,0,2, 
166,0,1, 
168,0,1,2
188,0, ,1
199,0,1,2
203,0,0, 
205,0,5, 
213,0, ,1
219,0, ,1
226,0,2, 
228,0,2, 
230,0,2, 
234,0,0, 
1310,0,0, 
1312,0, ,1
1321,0,2, 
1329,0, ,1
1356,0,0, 
1367,0,2, 
1375,0,2, 
1397,0,2, 
1400,0,3, 
1403,0,2, 
1406,0,1, 
1411,0,1, 
1424,0,2, 
1425,0,6, 
1432,0,6, 
1449,0,2, 
1460,0,1, 
1463,0,0, 
1466,0, ,1
1466,0,2, 
1473,0, ,1
1474,0,4,2
1476,0,4, 
1477,1,1, 
1483,1,6, 
1485,0,1, 
1491,0,1, 
1495,0,3, 
1510,1,1,2
1525,0,1, 
1526,0,3, 
1532,0,2, 
1538,0,1, 
1542,0, ,1
2,0,3, 
10,0,2, 
16,0,3, 
22,0,0, 
24,0, ,1
25,0,4, 
27,0, ,1
27,0, ,1
39,0,2, 
42,0,6, 
50,0,5, 
54,0,4, 
65,0, ,1
67,0,0, 
74,0,1, 
81,0, ,1
83,0,3, 
89,0,0, 
93,0,1, 
95,0, ,1
98,0,1, 
110,0,4, 
112,0,5, 
116,0,3,2
142,0,3, 
165,0, ,1
167,0, ,1
173,0,1, 
198,0,1, 
202,0, ,1
207,0,4, 
212,0,1, 
231,0, ,1
244,0,0, 
258,0,1, 
260,0,1, 
262,0,1, 
277,0,2, 
287,0,1, 
293,0,1, 
296,0,1, 
300,0,2, 
310,0,5, 
313,0,3, 
333,0,4, 
334,0, ,1
339,0, ,1
345,0,0, 
346,0,4, 
351,0,1, 
360,0, ,1
362,0,6, 
378,0,4, 
379,0,2, 
382,0,3, 
387,0,1, 
393,0,2, 
398,0,0, 
419,0, ,1
425,0,1,2
426,0,3, 
444,0, ,1
447,0,5, 
453,0,3, 
454,0,2, 
457,1,1, 
463,0,3, 
465,0,5, 
469,0,3, 
473,0, ,1
479,0,5, 
481,0,6, 
252,0,1, 
255,0,1, 
265,0,4, 
288,0,2, 
298,0,1, 
301,0,0, 
304,0,2,2
306,0,4, 
308,0, ,1
312,0,0, 
321,0, ,1
326,0,0, 
327,0,8, 
330,0,7, 
355,0,4,2
363,0,1,2
367,0, ,1
368,0,0, 
370,0,1, 
381,0, ,1
386,0,1, 
388,0, ,1
389,0,10, 
392,0,1, 
395,0,2, 
408,0,1, 
409,0,3, 
418,0,12, 
420,0,1, 
423,0,0, 
424,0,2, 
427,0,4, 
439,0, ,1
484,0,4,2
496,0,1, 
502,0,3, 
507,0,4, 
512,0,0, 
520,0,2, 
524,0,1, 
526,0,1, 
544,1,2, 
549,0,0, 
551,1,3,2
556,0,2, 
568,0, ,1
569,0,1, 
572,0, ,1
576,0, ,1
580,0,3, 
582,0,5, 
585,0,6, 
586,0, ,1
593,0,1, 
594,0, ,1
599,0, ,1
601,0, ,1
602,0, ,1
606,0,4, 
608,0,3,2
614,0, ,1
628,0, ,1
631,0, ,1
638,0,3, 
648,0,2, 
649,0, ,1
651,0,1, 
1322,0, ,1
1327,0,9, 
1331,0,4,2
1333,0,5, 
1334,0,2, 
1346,0, ,1
1348,0,0, 
1351,0,2, 
1355,0,1, 
1361,0,1, 
1370,0,3,2
1373,0,1, 
1384,0,2, 
1389,0,4, 
1402,0,1,2
1404,0,0, 
1420,0,3, 
1421,0, ,1
1437,0,2, 
1456,0,1, 
1496,0,2,2
1503,0,2, 
1517,0,4, 
1521,0,4, 
1528,0,1, 
1529,0,1, 
1535,0, ,1
1537,0,2, 
1570,0,0, 
1598,0,3, 
1601,0,4, 
1613,0,0, 
440,0,4, 
446,0,1,2
472,0,6, 
494,0,2, 
504,0, ,1
509,0,1,2
515,0,5, 
521,0, ,1
525,0,4, 
527,0, ,1
533,1,1, 
542,1,2,2
542,1, ,1
562,0,1, 
563,0,0, 
587,0,3,2
598,0,1, 
601,0, ,1
605,0,0, 
611,0,1, 
644,0, ,1
652,0, ,1
659,0, ,1
674,0, ,1
684,0,1,2
690,0,0, 
692,0,0, 
702,0,1,2
716,0,2, 
718,0,1,2
719,0,2, 
723,0,1, 
737,0, ,1
1544,0,2, 
1549,1,2, 
1552,1,2, 
1553,1, ,1
1557,0,1, 
1571,0,7, 
1581,0, ,1
1587,0,1, 
1604,0,1, 
1611,0,5, 
1617,0,3, 
1623,0,1, 
1628,0,1, 
1631,0, ,1
1635,0,1, 
1640,0,1, 
1649,0,3, 
1653,0,4, 
1654,0,1, 
1657,0,3, 
1661,0,2, 
1665,0,1, 
1667,0, ,1
1672,0,6, 
1676,0, ,1
1703,0, ,1
1716,0,4, 
1718,0,1, 
1722,1, ,1
1727,0,2, 
1730,0,0, 
1733,0,4, 
1735,0,0, 
1741,0,1, 
1744,0,2, 
1756,0, ,1
659,0, ,1
668,0,2, 
671,0,3, 
678,0,3, 
681,0,1,2
689,0,3, 
694,0,1, 
703,0, ,1
706,0,1, 
711,0,1, 
717,0, ,1
733,0,1, 
735,0,1, 
743,0,2, 
744,0,1, 
745,0,1, 
746,0,1, 
749,0,1, 
750,0,1, 
757,0,4, 
761,0,1,2
771,0, ,1
777,0, ,1
794,0, ,1
800,0,3, 
821,0, ,1
825,0, ,1
829,0,2, 
844,0,0, 
855,0,1, 
856,0,1, 
857,0, ,1
875,0, ,1
888,0,2, 
741,0,1,2
747,0,0, 
756,0,4, 
769,0,6, 
776,0,0, 
780,0,1, 
782,0,1, 
801,0,1, 
806,0, ,1
807,0,1, 
812,0,2, 
813,0,1, 
815,0, ,1
827,0, ,1
849,0,0, 
865,0,3,2
877,0, ,1
883,0, ,1
889,0, ,1
891,0,2, 
898,0,8, 
902,0,1, 
903,0,0, 
915,0,5, 
921,0,0, 
954,0,0, 
973,0,0, 
974,0, ,1
978,0,1, 
980,0,1,2
986,0,1, 
895,0,6, 
919,0,2, 
921,0,4, 
931,0,2, 
938,0,4, 
958,0,1, 
966,0,1, 
972,0, ,1
988,0,0, 
992,0,6, 
995,0,2,2
1015,0, ,1
1016,0,2, 
1029,0,1, 
1031,0, ,1
1036,0,3, 
1039,0,4, 
1044,0,1,2
1045,0,0, 
1048,0,4, 
1049,0,1, 
1052,0,6, 
1074,0,1,2
1082,0,1, 
1089,0,4, 
1097,0, ,1
1115,0, ,1
1122,1, ,1
1132,0, ,1
1135,0,0, 
1166,0,1, 
1167,0,0, 
1757,0,0, 
1764,0,4, 
1774,0, ,1
1782,0, ,1
1786,0,1, 
1794,0,1, 
1811,0,3, 
1812,0, ,1
1836,0,2,2
1837,0,7, 
1852,0,1,2
1855,0,2, 
1863,0,2, 
1864,0,1, 
1880,0,4, 
1895,0,2, 
1900,0,3, 
1907,0, ,1
1917,0, ,1
1934,0,5, 
1942,0,3, 
1962,1,3, 
1969,0,1, 
1972,0,4, 
1975,0,4, 
1979,0,2, 
1985,0,8, 
1996,0,7, 
1997,0, ,1
2014,0, ,1
2021,0,0, 
2026,1,1, 
2030,0, ,1
1630,0,1, 
1633,0,4, 
1634,0,4, 
1637,0,2, 
1645,0,0, 
1651,0,2, 
1663,0,2, 
1675,0,4, 
1698,0,8, 
1702,0,6, 
1708,0,6, 
1709,0, ,1
1711,0, ,1
1734,0, ,1
1736,0,1, 
1746,0,2, 
1748,0,2, 
1752,0,10, 
1753,0,3, 
1755,0,2, 
1769,0,2, 
1773,0,2, 
1779,0,3, 
1790,0,3,2
1808,0, ,1
1847,0,3, 
1848,1,2, 
1849,0, ,1
1853,0,5, 
1854,0,2, 
1865,0,2, 
1170,0, ,1
1172,0,3,2
1174,0, ,1
1176,0, ,1
1177,0, ,1
1189,0, ,1
1203,0,1, 
1207,0,3, 
1237,0,2, 
1245,0, ,1
1246,0,1, 
1249,0, ,1
1251,0,1, 
1260,0,1, 
1269,0,3, 
1273,0,7, 
1275,0, ,1
1290,0,2,2
1293,0,1, 
1295,0,2, 
1296,0,3,2
1298,0,0, 
1306,0,2, 
1307,0,3, 
1315,0,2, 
1323,0,3, 
1330,0,3, 
1332,0,0, 
1337,0,3,2
1342,0,8, 
1347,0,1, 
1357,0,4, 
1358,0,7, 
1359,0,11, 
996,0,1, 
997,0,1, 
1003,0,1,2
1004,0,1, 
1005,0,3, 
1017,0,3, 
1022,0,2, 
1025,0,2, 
1027,0, ,1
1028,0,2,2
1030,0,2, 
1058,0,1, 
1061,0, ,1
1073,0, ,1
1075,0, ,1
1079,0,3, 
1079,0,2, 
1081,0, ,1
1088,0, ,1
1091,0, ,1
1094,0, ,1
1099,0,3, 
1112,0,2, 
1116,0,2, 
1118,1,4, 
1127,0,1, 
1129,0,0, 
1138,0, ,1
1139,0,1, 
1142,0,1, 
1148,0, ,1
1161,0,3, 
1165,0, ,1
1188,0,8, 
1195,0,4, 
1879,0,2, 
1893,0,1, 
1894,0,0, 
1899,0,3, 
1905,0, ,1
1910,0,1, 
1915,0,3, 
1921,0, ,1
1923,0,10, 
1924,0, ,1
1928,0,2, 
1963,1,1, 
1968,1,4, 
1971,0,10, 
1973,0,0, 
1974,0, ,1
1986,0,5,2
1995,0,3, 
2003,0, ,1
2008,0,4, 
2011,0, ,1
2016,0,1,2
2017,0,7, 
2024,1, ,1
2037,0,1, 
2038,0, ,1
2047,0,1, 
2050,0,1,2
2050,0, ,1
2051,0,1, 
2057,0,6, 
2061,0,2, 
2067,0, ,1
2070,0,1, 
2073,0,3, 
2078,0,1, 
2081,0, ,1
2033,0,2, 
2052,0,2,2
2054,0, ,1
2056,0, ,1
2066,0,1, 
2072,0, ,1
2079,0,1, 
2089,0, ,1
2092,0, ,1
2095,0,1, 
2097,0,1,2
2110,0,0, 
2112,0,5, 
2116,1,1, 
2119,1,4, 
2128,1,4, 
2130,1,7, 
2132,1,5, 
2139,1,3, 
2154,1, ,1
2162,1, ,1
2174,1,0, 
2183,1,0, 
2205,1, ,1
2214,1,3, 
2232,1, ,1
2241,1,1, 
2243,1,1, 
2243,1,5, 
2245,1,0, 
2249,1,2, 
2256,1,5, 
2263,1,4, 
2265,1, ,1
2269,1,3, 
2274,1,3, 
2276,1,1, 
1377,0,3, 
1386,0,1, 
1409,0,3, 
1413,0,7, 
1417,1,2, 
1427,0,2, 
1436,0,3, 
1438,0, ,1
1444,0,5, 
1455,0,2, 
1457,0,1, 
1461,0,0, 
1469,0,3,2
1478,1,7, 
1479,1, ,1
1482,1, ,1
1487,0, ,1
1493,0,2, 
1494,0, ,1
1505,1,1, 
1513,1, ,1
1518,0,1, 
1519,0,2, 
1522,0, ,1
1527,0,0, 
1536,0, ,1
1540,0,2, 
1546,0, ,1
1550,1,6, 
1561,1, ,1
1563,1,0, 
1568,0,2, 
1580,0, ,1
1586,0,3, 
1590,0,1, 
1595,0,3, 
1603,0, ,1
1607,0,2, 
1620,0,1, 
1626,0,1, 
1641,0,4, 
1668,0,2, 
1678,0, ,1
1684,0,1, 
1685,0,3, 
1690,0,5,2
1692,0,4, 
1696,0,1, 
1707,0,1,2
1712,0, ,1
1729,0,4, 
1731,0,6, 
1732,0, ,1
1745,0,7, 
1750,0,3, 
1758,0,1, 
1763,0,0, 
1765,0, ,1
1773,0,0, 
1775,0,0, 
1805,0,2, 
1809,0,3, 
1202,0,1, 
1206,0,1,2
1216,0,2, 
1221,0,7, 
1236,0,1, 
1240,0,2, 
1242,0,1, 
1247,0,3, 
1262,0,1, 
1267,0,3, 
1268,0,3, 
1272,0,0, 
1279,0,0, 
1284,0, ,1
1311,0,1, 
1316,0, ,1
1317,0,1, 
1325,0,2, 
1336,0,0, 
1338,0,3, 
1339,0, ,1
1343,0,3, 
1349,0,1, 
1368,1,1,2
1369,0,1, 
1374,0,2, 
1378,0,2, 
1387,0,6, 
1391,0,4, 
1393,0, ,1
1399,0,2, 
1405,0,1, 
1408,0,4, 
2300,0, ,1
2310,0,1, 
2311,0, ,1
2311,0,3, 
2313,0,1, 
2324,0,3, 
2329,0,2,2
2330,0,4, 
2332,0,1, 
2333,0,2,2
2338,0, ,1
2345,0,0, 
2353,0,2, 
2368,0,4, 
2379,0,0, 
2386,0,1, 
2390,0,0, 
2393,0,1, 
2402,0, ,1
2403,0, ,1
2416,0,3, 
2427,0,4, 
2438,0, ,1
2468,0,3, 
2471,1,3, 
2474,0,1, 
2481,0, ,1
2485,1,4, 
2492,1,1, 
2498,1,1, 
2505,0,0, 
2513,0,1,2
2519,0,1, 
2545,0, ,1
2547,0,2, 
2098,0, ,1
2104,0,1,2
2107,0,1, 
2135,1,1, 
2137,1,1, 
2142,1, ,1
2145,1, ,1
2147,1, ,1
2151,1,3, 
2164,1,2, 
2169,1,1,2
2178,1,0, 
2211,1,1, 
2221,1,4, 
2238,1, ,1
2246,1,0, 
2260,1,5, 
2264,1,4, 
2287,1,3, 
2296,0,4, 
2304,0,1, 
2309,0,3, 
2312,0,1, 
2314,0,4, 
2319,0,5, 
2320,0,7, 
2322,0,3, 
2327,0,0, 
1412,0,1,2
1415,1,9, 
1422,0,4,2
1429,0,0, 
1435,0,1, 
1443,0,1, 
1446,0,2, 
1452,0,8, 
1459,0,1, 
1462,0,2, 
1486,0,0, 
1500,0,1, 
1506,1,4, 
1509,1,0, 
1515,0,1, 
1520,0, ,1
1526,0,1, 
1535,1, ,1
1551,1,1, 
1572,0,2, 
1573,0,2,2
1579,0,1, 
1597,0,2, 
1600,0, ,1
1606,0,1, 
1627,0,3, 
1636,0, ,1
1644,0,2, 
1662,0, ,1
1673,0,4, 
1681,0,1, 
1689,0,5, 
1695,0,2, 
1816,0,2, 
1822,0,1, 
1824,0,2, 
1828,0,0, 
1841,0, ,1
1845,0,5, 
1850,0,0, 
1857,0,4, 
1861,0, ,1
1866,0,2, 
1887,0,1, 
1901,0,1, 
1904,0,1,2
1908,0, ,1
1918,0,2, 
1929,0,6, 
1930,0,6, 
1947,0, ,1
1950,0, ,1
1959,0,9, 
1977,0, ,1
1982,0, ,1
1984,0, ,1
1991,0, ,1
1993,0, ,1
1994,0,1, 
1998,0, ,1
2020,0,1, 
2023,0, ,1
2028,1,1, 
2032,0, ,1
2042,0, ,1
2044,0,2,2
2554,1,4, 
2564,0,1, 
2575,0,0, 
2577,0,1, 
2580,0, ,1
2582,0,1, 
2592,0,2, 
2594,0, ,1
2599,0,0, 
2601,1, ,1
2605,0, ,1
2607,0,1, 
2611,0, ,1
2617,0,1, 
2635,0,2, 
2637,0,1, 
2648,0, ,1
2661,0,3, 
2668,0,1, 
2680,0,6, 
2682,0,6, 
2689,0,2, 
2694,0, ,1
2707,0,2, 
2710,0,0, 
2715,0,3, 
2720,0,2, 
2721,0,1, 
2730,0,1,2
2733,0,5, 
2735,0,1, 
2743,0, ,1
2745,0, ,1
2752,0,2, 
2044,0, ,1
2062,0,3, 
2064,0, ,1
2069,0,4, 
2071,0,3, 
2083,0,6, 
2084,0,2, 
2085,0, ,1
2086,0,1, 
2088,0,1, 
2101,0,8, 
2108,0,4, 
2126,1,2, 
2138,1, ,1
2149,1,3, 
2155,1,0, 
2163,1,2, 
2175,1,0, 
2181,1,1, 
2193,1, ,1
2215,1,2, 
2223,1, ,1
2225,1,2, 
2233,1,1, 
2236,1,4, 
2240,1, ,1
2252,1,2, 
2267,1,1,2
2270,1,3, 
2278,1, ,1
2280,1,3, 
2321,0, ,1
2326,0,5, 
1706,0, ,1
1713,0,3, 
1715,0,1,2
1721,0, ,1
1742,0,1, 
1751,0,3, 
1754,0,3, 
1762,0,1,2
1772,0,1,2
1781,0,1, 
1783,0,2, 
1792,0,1, 
1807,0,1, 
1823,0,2, 
1856,0,3, 
1877,0,1, 
1881,0,4, 
1886,0,2, 
1891,0,0, 
1897,0,2, 
1902,0,5, 
1913,0, ,1
1922,0,4, 
1925,0,4,2
1927,0,2, 
1940,0, ,1
1944,0,1, 
1945,0,4, 
1946,0,1, 
1948,0,4, 
1951,0,0, 
1957,0,2, 
1966,1,4, 
1967,1,5, 
1983,0,6, 
2757,0, ,1
2780,0,1, 
2781,0,3, 
2790,0,2, 
2793,0,6, 
2795,0,11, 
2807,0,3,2
2811,0,0, 
2814,0,1, 
2818,0,1, 
2825,0, ,1
2837,0,0, 
2856,0, ,1
2861,0, ,1
2875,0, ,1
2876,0,2, 
2877,0,0, 
2886,1,5, 
2890,0, ,1
2894,0,0, 
2900,0,5, 
2906,0,0, 
2907,0,7, 
2923,0,3, 
2937,1, ,1
2940,0, ,1
2947,0,5, 
2949,0,0, 
2953,0,3, 
2954,0,1, 
2961,0,2, 
2977,0,9, 
2984,0, ,1
2986,0,1, 
2360,0, ,1
2363,0, ,1
2382,0, ,1
2392,0,1,2
2394,0,0, 
2398,0,2, 
2404,0,1, 
2418,0,7, 
2423,0,4, 
2424,0,2, 
2432,0,3, 
2433,0,4, 
2451,0,5, 
2463,0, ,1
2470,0,2, 
2475,0,1, 
2480,0,4, 
2486,1,1, 
2493,1, ,1
2495,1, ,1
2497,1, ,1
2501,1, ,1
2503,1,0, 
2509,0,6, 
2514,0, ,1
2518,0,5, 
2533,0,3,2
2534,0, ,1
2538,0, ,1
2539,0,3, 
2540,0, ,1
2550,0,4, 
2553,0,2, 
2560,0,3,2
2331,0,1,2
2340,0, ,1
2379,0,0, 
2383,0,1, 
2385,0,1,2
2396,0,2, 
2435,0,1, 
2436,0,1, 
2444,0,5, 
2447,0,7, 
2450,0,5,2
2466,0,2, 
2469,0, ,1
2483,0,3, 
2487,1,0, 
2490,1,1, 
2496,1,0, 
2510,0,3, 
2527,1, ,1
2530,1, ,1
2532,0,2, 
2557,0,2, 
2561,0,5, 
2563,0, ,1
2581,0,2, 
2596,0,3, 
2601,0,1, 
2606,0,1, 
2609,0,0, 
2622,0,3, 
2636,0,1, 
2639,0, ,1
2640,0, ,1
2646,0, ,1
2562,0,1, 
2567,0,2, 
2570,0,1, 
2576,0, ,1
2585,0,2, 
2590,0,1, 
2595,0, ,1
2602,0,5, 
2604,0, ,1
2619,0,0, 
2619,0,0, 
2627,0, ,1
2633,0,1, 
2650,0, ,1
2653,0,1, 
2654,0,1,2
2658,0,0, 
2660,0, ,1
2663,0,4, 
2672,0,0, 
2679,0,4, 
2685,0,5, 
2698,0,1,2
2703,0,1, 
2705,0,5, 
2714,0,3, 
2716,0,2, 
2722,0,1, 
2732,0,7, 
2734,0,5, 
2742,0,2, 
2744,0,4, 
2749,0,3, 
2989,0,2, 
2990,0,3, 
2996,0,1, 
3002,0,1, 
3007,0,4, 
3022,0,3, 
3039,1,6, 
3046,1,5,2
3050,1,4, 
3051,1,2, 
3053,1,1, 
3055,1,2,2
3065,1, ,1
3070,1,6, 
3076,1,3, 
3077,1, ,1
3085,1,1, 
3088,1,2, 
3101,0,5, 
3105,0,3, 
3107,0,2, 
3110,0,2, 
3112,0,2, 
3119,0,0, 
3131,0,5, 
3137,0,1, 
3139,0,2, 
3140,0,1, 
3143,0,2, 
3144,0, ,1
3157,0, ,1
3163,0, ,1
3165,0,1, 
2648,1,1, 
2651,0,3, 
2655,0,3, 
2657,0,1, 
2669,0,4, 
2674,0,3, 
2678,0,3, 
2681,0,2, 
2695,0,0, 
2697,0, ,1
2708,0, ,1
2709,0,1,2
2711,0,1, 
2715,0,1, 
2725,0,2, 
2727,0,4, 
2741,0,3, 
2746,0, ,1
2755,0,5, 
2763,0,2, 
2765,0, ,1
2775,0,2, 
2785,0,1, 
2791,0,1, 
2797,0,2, 
2813,0,0, 
2822,0,4, 
2827,0, ,1
2832,0,0, 
2855,0,3, 
2864,0, ,1
2869,0,3, 
2870,0,1, 
1984,0,2,2
1992,0,1,2
2004,0,1,2
2009,0, ,1
2013,0,3, 
2018,0, ,1
2022,0, ,1
2027,1, ,1
2031,0,4, 
2035,0, ,1
2036,0,3, 
2041,0, ,1
2045,0, ,1
2058,0, ,1
2065,0,1, 
2068,0,1, 
2082,0,3, 
2087,0,2, 
2094,0,2, 
2109,0, ,1
2113,0,1, 
2121,1,3, 
2124,1,4, 
2125,1,3, 
2127,1, ,1
2133,1,1, 
2134,1, ,1
2143,1,2, 
2144,1,3, 
2150,1,6, 
2152,1,1, 
2156,1,10, 
2158,1,5, 
2161,1,3,2
2165,1,2, 
2167,1, ,1
2170,1,5, 
3186,0,2, 
3189,0,3, 
3190,0,5, 
3202,0,1, 
3228,0, ,1
3228,0,5,2
3246,0, ,1
3252,0,0, 
3262,0,2, 
3266,0,3,2
3276,1,5, 
3282,1, ,1
3287,1,1, 
3290,1,1,2
3295,1,1, 
3301,1,2, 
3304,1, ,1
3308,1,0, 
3309,1,0, 
3314,1,1, 
3319,1,1, 
3322,1,3, 
3339,1,7, 
3357,1,10, 
3360,1,2, 
3365,1,0, 
3374,0,1,2
3377,0,5, 
3378,0,1, 
3379,0,1, 
3380,0,1, 
3385,0,4, 
3391,0, ,1
3403,0,1, 
2753,0, ,1
2760,0,1, 
2761,0,0, 
2762,0,6, 
2769,0,1, 
2771,0, ,1
2778,0, ,1
2782,0, ,1
2784,0,3,2
2792,0,15, 
