cunicah,eam_15,trh2b_15,trh4b_15
2794,0, ,1
2801,0,1,2
2805,0,2, 
2806,0, ,1
2817,0,1, 
2821,0,1, 
2826,0,1, 
2835,0,0, 
2844,1,2,2
2848,0, ,1
2849,0,2, 
2852,0, ,1
2854,0,5, 
2858,0,0, 
2859,0, ,1
2866,0,0, 
2871,0,3, 
2873,0,2, 
2892,0, ,1
2903,0, ,1
2915,0, ,1
2916,0,0, 
2918,0,5, 
2921,0, ,1
2927,0, ,1
2172,1,2,2
2179,1,1, 
2180,1,2,2
2206,1,0, 
2210,1,4, 
2212,1,3, 
2217,1, ,1
2246,1,3, 
2253,1, ,1
2254,1,3, 
2258,1,1, 
2266,1,3, 
2283,1,1, 
2284,1,0, 
2286,1,2, 
2288,1,1,2
2289,1,2, 
2290,1,2, 
2291,1,4, 
2297,0,1,2
2325,0, ,1
2337,0,3, 
2374,0,1, 
2376,0,5, 
2378,0,6, 
2387,0,1, 
2874,0,3,2
2878,0,3, 
2879,0,1, 
2883,1,6,2
2884,1,0, 
2887,1,1, 
2889,0,1, 
2895,0,8, 
2896,0,1, 
2901,0,0, 
2904,0,6, 
2908,0,1, 
2912,0,2, 
2914,0, ,1
2917,0,2, 
2920,0,4, 
2931,0,0, 
2933,0,7,2
2934,1, ,1
2938,0, ,1
2941,0,0, 
2943,0,1, 
2944,0, ,1
2950,0,0, 
2962,0,5, 
2967,0,1, 
2971,0,3, 
2978,0,2, 
2988,0, ,1
2991,0,3, 
2994,0, ,1
3001,0,4, 
3037,1,2, 
3054,1,0, 
3407,0, ,1
3411,0,8, 
3414,0,4, 
3415,0,3, 
3425,1,1, 
3445,0,3, 
3450,1, ,1
3453,1, ,1
3458,1,2, 
3462,0,2, 
3485,0, ,1
3498,0, ,1
3501,0,0, 
3507,0,1, 
3514,0, ,1
3516,0, ,1
3521,0,1,2
3527,0,1, 
3540,0,5, 
3550,0,1, 
3556,0,2, 
3557,0,2, 
3567,0,5, 
3570,0,2, 
3571,0,1, 
3603,0,4, 
3604,0,2, 
3618,1,1, 
3627,0,3,2
3628,0,1, 
3629,0,3,2
3636,0,1, 
3638,0,5, 
3648,0,2, 
3676,0, ,1
3678,0,1, 
3679,0,1, 
2928,0,5, 
2945,0,4, 
2949,0,4, 
2952,0, ,1
2957,0, ,1
2957,0,1,2
2979,0,3, 
2980,0, ,1
2981,0, ,1
2985,0, ,1
2997,0,1,2
3000,0, ,1
3003,0,0, 
3005,0,1, 
3009,0,3, 
3012,0,0, 
3014,0,4, 
3017,0,14, 
3018,0,1, 
3023,0,0, 
3025,0,2, 
3028,1,2, 
3030,1,0, 
3034,1, ,1
3038,1,0, 
3049,1,2, 
3069,1,0, 
3075,1,2, 
3093,1,3,2
3103,0,4, 
3108,0,2, 
3120,0,6, 
3132,0, ,1
3136,0,0, 
3141,0, ,1
2397,0,2, 
2401,0,4, 
2405,0,12, 
2413,0,3,2
2414,0,1,2
2421,0,4, 
2425,0,1, 
2437,0,6, 
2448,0,0, 
2449,0,4, 
2453,0,2, 
2456,0, ,1
2458,0, ,1
2464,0,3, 
2479,0,0, 
2488,1, ,1
2491,1,2, 
2500,1,3, 
2506,0,2, 
2507,0,4, 
2508,0,1,2
2516,0,1, 
2517,0,1, 
2523,1,3, 
2529,1,5, 
2536,0, ,1
2543,0,2, 
2548,0, ,1
2549,0,4, 
2552,1,6, 
2569,0,6, 
2572,0, ,1
2585,0,1, 
3057,1,3,2
3061,1,1, 
3067,1,1,2
3080,1,3, 
3095,1,5, 
3099,0,1, 
3114,0, ,1
3117,0,1, 
3129,0,0, 
3131,0,3, 
3133,0,4,2
3142,0,2, 
3161,0,2, 
3174,0, ,1
3181,0,1, 
3191,0,1,2
3198,0,1, 
3210,0,6, 
3214,0,4, 
3224,0, ,1
3234,0,0, 
3240,0,2, 
3242,0,2, 
3244,0,5, 
3249,0,3, 
3250,0, ,1
3254,0,1, 
3273,0, ,1
3318,1,4,2
3331,1,1, 
2591,0,0, 
2595,0, ,1
2608,0,0, 
2610,0,0, 
2612,0,2, 
2615,0,1, 
2623,0,0, 
2638,0,8, 
2645,0,0, 
2652,0,1, 
2658,0,0, 
2659,0,3, 
2683,0,3, 
2687,0,0, 
2690,0,2, 
2696,0,1, 
2701,0,3, 
2719,0,2, 
2723,0, ,1
2728,0,1, 
2729,0,2, 
2738,0,1, 
2739,0,3, 
2748,0,7, 
2751,0, ,1
2758,0,2, 
2759,0,3, 
2767,0, ,1
2768,0,2, 
2776,0,3, 
2788,0, ,1
2796,0,4, 
2799,0,2, 
2803,0,6, 
3160,0,1, 
3163,0,4,2
3167,0,1, 
3183,0, ,1
3197,0,2, 
3200,0,3,2
3203,0,2, 
3206,0,4, 
3222,0,1, 
3228,0, ,1
3235,0,2, 
3236,0, ,1
3248,0, ,1
3252,0,1,2
3257,0,4, 
3258,0, ,1
3258,0,1, 
3267,0, ,1
3269,0, ,1
3271,0, ,1
3279,1,2, 
3283,1,1, 
3285,1,2, 
3286,1,4, 
3288,1, ,1
3298,1, ,1
3299,1,4, 
3307,1, ,1
3313,1,0, 
3332,1,6, 
3340,1,2, 
3343,1,0, 
3351,1,6, 
3355,1,5, 
2823,0, ,1
2824,0, ,1
2828,0,3,2
2829,0,1, 
2830,0,0, 
2833,0, ,1
2838,0,2, 
2839,0,6, 
2857,0, ,1
2862,0, ,1
2865,0, ,1
2872,0,5, 
2901,0,1, 
2902,0,1, 
2909,0,6, 
2910,0,4,2
2913,0,2, 
2929,0, ,1
2932,0,0, 
2939,0, ,1
2942,0,1, 
2946,0,7, 
2951,0, ,1
2955,0,1, 
2963,0, ,1
2964,0,4, 
2968,0,1, 
2982,0,3, 
2992,0,7, 
2995,0, ,1
2999,0,4, 
3004,0,1, 
3011,0,1, 
3016,0, ,1
3021,0,5, 
3026,1,1, 
3363,1,4,2
3366,1,1, 
3369,0, ,1
3383,0,1, 
3389,0, ,1
3390,0,3, 
3393,0,1,2
3397,0,2,2
3405,0,1, 
3416,0,3, 
3428,1, ,1
3429,1,2, 
3437,0,5, 
3439,0,2, 
3442,0, ,1
3443,0,1, 
3447,0, ,1
3448,0, ,1
3463,0,5, 
3468,0, ,1
3469,1,0, 
3471,1,3, 
3481,0, ,1
3497,0,1, 
3500,0,1, 
3505,0, ,1
3506,0,4, 
3512,0, ,1
3520,0,6, 
3526,0,2, 
3535,0, ,1
3547,0,0, 
3552,1,7,2
3553,0,4,2
3555,0, ,1
3560,0, ,1
3681,0, ,1
3684,0,2, 
3685,0,1, 
3687,0, ,1
3693,0,2, 
3696,0,0,2
3697,0,0, 
3728,0,7, 
3729,0,5, 
3737,0,1, 
3741,0,3, 
3749,0,2, 
3762,1,4, 
3766,0,1, 
3767,0, ,1
3770,0,2,2
3773,0,1, 
3774,0,2, 
3784,0, ,1
3789,0,1, 
3794,0,5, 
3800,0,2, 
3803,0,4, 
3811,0,4, 
3822,0,0, 
3830,0,5,2
3833,0, ,1
3834,0, ,1
3842,0,7, 
3845,0,1, 
3851,0,4, 
3854,0,1, 
3856,0, ,1
3862,1,1,2
3888,0,4, 
3336,1,0, 
3337,1,0, 
3352,1, ,1
3354,1,2, 
3359,1,3, 
3361,1,5, 
3362,1,2, 
3371,0,6, 
3373,0,2, 
3376,0,1, 
3387,0, ,1
3394,0,3, 
3398,0,2, 
3401,0, ,1
3408,0,6, 
3409,0, ,1
3417,0, ,1
3436,0,2, 
3438,0,6, 
3440,0,3, 
3446,0,1, 
3460,1,5, 
3474,0,1, 
3482,0,0, 
3487,0, ,1
3490,0, ,1
3493,0,1, 
3508,0, ,1
3509,0, ,1
3511,0,1, 
3522,0,6, 
3524,0,1, 
3892,0,8, 
3894,0,6, 
3910,0,2, 
3916,0,0, 
3922,1,1, 
3924,1,7, 
3941,1, ,1
3942,1, ,1
3956,0,4, 
3957,0,1, 
3971,0,2, 
3977,0, ,1
3979,0,2, 
3980,0,3, 
3983,0,1, 
3986,0,1,2
3987,0,5,2
3988,0,1, 
4002,1,1, 
4005,1,2, 
4007,1,4, 
4010,1, ,1
4014,1, ,1
4019,0,3, 
4022,0, ,1
4027,1,1,2
4028,1,4, 
4056,0,2, 
4067,0,1, 
4073,0,1,2
4075,0,5, 
4091,0, ,1
3032,1,1, 
3041,1,0, 
3045,1,3, 
3048,1,1, 
3060,1,4, 
3078,1,1, 
3082,1, ,1
3086,1,6, 
3100,0,1, 
3102,0, ,1
3113,0,2, 
3140,0,4, 
3146,0, ,1
3152,0,4, 
3154,0,1, 
3171,0,1, 
3184,0,0, 
3193,0,2, 
3201,0,3, 
3213,0,0, 
3215,0,5, 
3218,0,2, 
3219,0,2, 
3225,0, ,1
3239,0,3,2
3243,0,2, 
3245,0, ,1
3253,0,3, 
3255,0,4, 
3263,0,7, 
3265,0,5,2
3268,0,0, 
3269,0,1, 
4105,0,0, 
4109,0, ,1
4117,0,1, 
4123,0,1,2
4128,0,2, 
4144,0,3,2
4184,0,1, 
4193,0,6,2
4194,0,1, 
4210,0,3, 
4228,0, ,1
4234,0,0, 
4240,0,4, 
4241,0,4,2
4242,0,5, 
4247,0,2, 
4248,0,2, 
4266,0,3, 
4275,0,3, 
4276,0,2, 
4284,0,1,2
4296,0, ,1
4300,0, ,1
4302,0, ,1
4305,0,1, 
4307,1,1, 
4317,0, ,1
4326,1, ,1
4327,1,6, 
4336,0, ,1
4337,0, ,1
4341,0,1, 
4346,0, ,1
4347,0,9, 
3577,0, ,1
3580,0, ,1
3581,0, ,1
3586,0,0, 
3607,0,0, 
3622,1,3, 
3630,0, ,1
3635,0,1, 
3637,0,4, 
3649,0,5, 
3653,0,5, 
3654,0,1,2
3669,0,1, 
3672,0,5, 
3682,0,7, 
3683,0, ,1
3686,0,1, 
3696,0,1,2
3703,0,3, 
3721,0, ,1
3727,0,2,2
3733,0,6, 
3736,0,0, 
3751,0, ,1
3758,0, ,1
3764,0,2, 
3765,0,5, 
3772,0, ,1
3776,0,1,2
3782,0, ,1
3786,0, ,1
3790,0,2, 
3804,0,0, 
3543,0,5,2
3546,0, ,1
3551,0,1, 
3558,0, ,1
3564,0,1,2
3569,0,2, 
3573,0,2, 
3597,0,0, 
3612,0,3, 
3614,0, ,1
3616,0,1,2
3620,1,3, 
3623,1,3, 
3624,1,1, 
3626,0,1, 
3631,0,2, 
3640,0,3, 
3642,0,4, 
3643,0,2, 
3659,0, ,1
3662,0,3, 
3666,0,3, 
3671,0,5, 
3700,0,3, 
3702,0, ,1
3708,0,1, 
3712,0, ,1
3714,0, ,1
3716,0,1, 
3722,0,2, 
3724,0,1, 
3725,0,7, 
3726,0,7, 
3730,1, ,1
3743,0,0, 
3744,0,6, 
3745,0, ,1
3270,0,1, 
3272,0,2, 
3274,0,1, 
3281,1, ,1
3289,1,9, 
3294,1,5, 
3302,1,1, 
3305,1,2, 
3315,1, ,1
3321,1,7, 
3324,1,3, 
3329,1,6, 
3335,1,0, 
3335,1,1, 
3348,1, ,1
3350,1,3, 
3353,1, ,1
3364,1,1, 
3375,0,2, 
3384,0, ,1
3386,0,4, 
3395,0,3, 
3400,0,2, 
3412,0,6, 
3418,0,3, 
3433,1, ,1
3434,1,0, 
3441,0, ,1
3455,0, ,1
3461,1,8, 
3464,0,7, 
3467,0,6, 
3470,1,0, 
3476,0, ,1
3808,0,1, 
3809,0,2, 
3812,0,1, 
3815,0,0, 
3822,0,5, 
3824,0, ,1
3832,0,2,2
3839,0, ,1
3841,0, ,1
3846,0,1, 
3850,0,0, 
3857,0,4, 
3863,1,1, 
3868,1, ,1
3882,1,0, 
3884,1,1, 
3893,0,2, 
3897,0,2, 
3898,0, ,1
3900,0,3,2
3905,0, ,1
3906,0, ,1
3908,0,3, 
3915,0,8, 
3921,1,1, 
3923,1,6, 
3931,1,2, 
3934,1,4, 
3949,1,2, 
3955,0, ,1
3960,0, ,1
3965,0,0, 
3966,0,6, 
4353,0, ,1
4357,0, ,1
4361,0, ,1
4367,0, ,1
4381,1,2, 
4382,1,7, 
4397,0, ,1
4404,0, ,1
4407,0,2, 
4410,0,14, 
4411,0, ,1
4439,0,2, 
4443,0,2, 
4446,0, ,1
4450,0,2, 
4451,0,2, 
4453,0,4, 
4457,0, ,1
4467,0,2, 
4470,0,1, 
4481,0,4, 
4497,0, ,1
4500,0, ,1
4504,1,1, 
4507,1,2, 
4524,0,0, 
4535,0,1, 
4535,0,2, 
4535,0,0, 
4555,0, ,1
4562,0,9, 
4569,0,2, 
4574,1, ,1
4587,0,4, 
4607,0,7, 
4614,0,2, 
4620,0, ,1
4626,0, ,1
3753,0, ,1
3756,0,2, 
3760,1,1, 
3771,0,3, 
3777,0,3, 
3825,0,1, 
3835,0, ,1
3836,0,1, 
3847,0, ,1
3852,0,6, 
3858,1, ,1
3860,1,1, 
3865,0,7, 
3867,0,5, 
3881,1, ,1
3883,1,2, 
3902,0,3, 
3911,0,1, 
3914,0,2, 
3928,1,0, 
3954,0,1, 
3961,0,1, 
3962,0, ,1
3964,0, ,1
3964,0,1, 
3968,0,1, 
3972,0,5, 
4013,1,3, 
4015,1,5, 
4016,1,1, 
4018,1,1, 
3479,0, ,1
3480,0,1, 
3483,0,2, 
3486,0,5, 
3491,0,3, 
3495,0,5, 
3502,0,1, 
3518,0, ,1
3519,0,2,2
3528,0,1, 
3536,0,1, 
3538,0,3, 
3539,0,2,2
3545,0, ,1
3554,0, ,1
3562,0,2, 
3568,0,3, 
3582,0, ,1
3587,0,4, 
3590,0,2, 
3592,0, ,1
3594,0, ,1
3596,0,4, 
3598,0,1, 
3600,0, ,1
3605,0,4, 
3606,0, ,1
3607,0,2, 
3611,0,3,2
3617,1, ,1
3619,1,3, 
3633,0, ,1
3641,0,4, 
3658,0, ,1
3661,0, ,1
3969,0,5, 
3970,0,4, 
3991,0,6, 
3994,0,0, 
3998,1,1, 
4003,1, ,1
4020,0, ,1
4023,0,2, 
4024,0,2, 
4025,0,1, 
4029,1,4,2
4040,0,1, 
4043,0,2, 
4048,0,4, 
4051,0,5, 
4107,0,1, 
4113,0,4, 
4114,0,2, 
4141,0,1, 
4148,0,1, 
4153,0,2, 
4154,0,1, 
4174,0,9, 
4179,0,2,2
4188,0,1, 
4195,0,1,2
4201,0,1, 
4205,0,1, 
4211,0,2, 
4229,0,2, 
4021,0,1, 
4030,1,4, 
4035,0, ,1
4038,0,2,2
4044,0,5, 
4047,0,5, 
4060,1,2, 
4071,0, ,1
4077,0, ,1
4080,0,3, 
4090,0,6, 
4093,0,4, 
4096,0,3, 
4098,0,2, 
4101,1,0, 
4108,0, ,1
4122,0,1,2
4145,0,3,2
4157,0,3, 
4159,0,1,2
4173,0,2, 
4175,0, ,1
4185,0,2, 
4208,0,6, 
4212,0,2, 
4213,0,2, 
4214,0, ,1
4215,0,8, 
4216,0, ,1
4218,0, ,1
4233,0, ,1
4235,0, ,1
4238,0, ,1
4250,0,5, 
4629,0,5, 
4638,0,2, 
4639,0, ,1
4643,0, ,1
4643,0, ,1
4653,0, ,1
4654,0,3, 
4656,0,3, 
4660,0,1, 
4668,0, ,1
4669,0,2, 
4675,0,1, 
4680,0, ,1
4695,0, ,1
4697,0, ,1
4702,0,1,2
4708,0, ,1
4710,0, ,1
4713,0, ,1
4715,0,4, 
4727,0,0, 
4732,0,1,2
4737,0,0, 
4748,0,3, 
4749,0,1, 
4765,0,5, 
4768,0, ,1
4772,0, ,1
4790,0,2, 
4795,0,3, 
4800,0, ,1
4820,0,3, 
4825,0,3, 
4841,0,5, 
4847,0,4, 
4866,0,1, 
4252,0,1, 
4264,0,3, 
4265,1,5,2
4270,0,0, 
4272,0,4, 
4274,0, ,1
4282,0, ,1
4283,0,7, 
4285,0,0, 
4292,0,1, 
4310,1,1,2
4314,1,1, 
4323,1,0, 
4328,1,2, 
4334,1,2, 
4339,0,3, 
4340,0, ,1
4343,0,4, 
4344,0, ,1
4348,0,2, 
4349,0,5, 
4351,0, ,1
4363,0,3, 
4368,0, ,1
4372,0,4,2
4378,1,2, 
4379,1,1, 
4385,0,0, 
4386,1,2, 
4394,1,1, 
4398,0,1, 
4399,0, ,1
4418,0, ,1
4419,0,1, 
4867,0,0, 
4870,0, ,1
4873,0,5, 
4878,0, ,1
4881,0,1, 
4890,0,5, 
4893,0,1, 
4901,1, ,1
4905,1, ,1
4913,1, ,1
4914,1, ,1
4917,1, ,1
4918,1, ,1
4922,1,4, 
4929,1, ,1
4937,1,0, 
4945,1,4, 
4949,1,0, 
4952,1, ,1
4968,1,4, 
4979,1,1, 
4984,1,2, 
4992,1, ,1
4993,1,3, 
4998,1,0, 
5007,1,1, 
5015,1,8, 
5019,1,1, 
5026,1,0, 
5031,1,7, 
5039,1, ,1
5041,1,8, 
5047,1, ,1
4423,0, ,1
4424,0, ,1
4437,0,0, 
4449,0,2, 
4459,0,6, 
4465,0,0, 
4469,0,4, 
4483,1,9, 
4490,1, ,1
4492,1,2, 
4493,1,5, 
4501,0,7, 
4508,1,4, 
4512,0, ,1
4537,0,2, 
4546,0,4, 
4548,0,2, 
4552,0, ,1
4557,0,2, 
4565,1, ,1
4572,0,2, 
4576,1,2,2
4584,0, ,1
4586,0, ,1
4589,0,1, 
4590,0,2, 
4594,0, ,1
4595,0,10, 
4596,0,0, 
4605,0,1, 
4625,0,2, 
3667,0,0, 
3674,0,3, 
3677,0, ,1
3692,0,1, 
3694,0,3,2
3695,0, ,1
3704,0,1, 
3705,0, ,1
3710,0,4, 
3713,0,1, 
3715,0,0, 
3723,0,1, 
3738,0,0, 
3747,0, ,1
3752,0, ,1
3755,0,6, 
3761,1,3,2
3761,1,0, 
3787,0,8, 
3796,0,1, 
3797,0,8, 
3805,0, ,1
3815,0,2, 
3818,0,5, 
3827,0,1, 
3844,0,6, 
3849,0,3, 
3855,0,1, 
4630,0,1,2
4634,0,2,2
4636,0,0, 
4652,0, ,1
4657,0,0, 
4663,0,0, 
4699,0,4, 
4711,0, ,1
4720,0,2, 
4730,0,1, 
4754,0,3, 
4758,0,1, 
4761,0,7, 
4770,0,3, 
4779,0, ,1
4797,0,1, 
4801,0,1, 
4805,0, ,1
4806,0,0, 
4812,0,2, 
4817,0, ,1
4819,0,2, 
4822,0, ,1
4837,0,1, 
4839,0,2, 
4843,0,0, 
4844,1,2,2
4848,0,1, 
4850,0, ,1
4854,0,1, 
4859,0,0, 
4862,0,2, 
3864,0,3, 
3866,0,0, 
3871,1,1, 
3874,1,1, 
3879,1,1, 
3891,0,1,2
3897,0,1, 
3903,0,1,2
3912,0, ,1
3913,0, ,1
3920,1,2, 
3926,1,5, 
3930,1,1, 
3936,1,5, 
3944,1,4, 
3959,0,1, 
3963,0,1, 
3973,0,3, 
3981,0,2, 
3997,0,3, 
3997,0, ,1
4000,1, ,1
4004,1,4, 
4009,1,1, 
4012,1,4, 
4026,0,2, 
4032,0,2, 
4033,0,2, 
4037,0,1,2
4052,0,2, 
4065,1,3, 
4069,0,6, 
4072,0,6,2
4243,0,4, 
4245,0,1, 
4257,0,1, 
4277,0, ,1
4286,0,4, 
4298,0,5, 
4303,0,6, 
4306,0,1,2
4315,0, ,1
4345,0,4, 
4352,0,4, 
4364,0, ,1
4365,0,1, 
4371,0,1, 
4376,1,1, 
4387,1,2, 
4389,1, ,1
4392,1,3, 
4396,0, ,1
4405,0, ,1
4412,0,1, 
4447,0,5, 
4452,0,1, 
4472,0,6, 
4480,0, ,1
4485,1,5, 
4486,1, ,1
4495,0,1, 
4496,0,3, 
4511,0,5, 
4513,0, ,1
4514,0,5, 
4518,0,1,2
4864,0,5,2
4875,0,0, 
4878,0, ,1
4883,0,1, 
4888,0,1,2
4889,0,1, 
4891,0,1,2
4895,1,1, 
4896,1,1, 
4907,1, ,1
4910,1,2, 
4915,1,1,2
4924,1,0, 
4925,1,1, 
4926,1,1, 
4930,1,1, 
4935,1,2, 
4938,1, ,1
4940,1,2, 
4947,1, ,1
4955,1,1, 
4960,1,1, 
4961,1, ,1
4966,1,1,2
4977,1,3,2
4980,1, ,1
4990,1,3, 
4991,1,1, 
4999,1,4, 
5001,1,1, 
5003,1,1, 
5005,1,1, 
5017,1,1, 
5020,1,3, 
5029,1,4, 
4082,0,1, 
4087,0,1, 
4118,0, ,1
4121,0, ,1
4124,0,2, 
4125,0,0, 
4136,0,1,2
4140,0,2, 
4146,0,3,2
4147,0,1, 
4149,0, ,1
4168,0, ,1
4170,0, ,1
4180,0,7, 
4186,0,1, 
4187,0,7, 
4189,0,1,2
4198,0,0, 
4199,0,7, 
4200,0,3, 
4207,0,4, 
4209,0, ,1
4224,0,3,2
4226,0,1,2
4237,0,2, 
4244,0,2, 
4251,0,1,2
4253,0,3, 
4259,0,3, 
4260,0, ,1
4263,0, ,1
4519,0,4, 
4525,0, ,1
4528,1,2, 
4530,1,6, 
4536,0,0, 
4545,0,2, 
4551,0,1, 
4553,0,4,2
4559,0, ,1
4564,1, ,1
4568,0,8, 
4578,1, ,1
4579,0,3, 
4598,0,2, 
4601,0,3, 
4618,0, ,1
4622,0, ,1
4632,0,3, 
4633,0,0, 
4641,0, ,1
4648,0,1,2
4658,0, ,1
4665,0,3,2
4670,0,1, 
4672,0, ,1
4683,0,1, 
4684,0,2, 
4692,0, ,1
4693,0,2, 
4696,0, ,1
4700,0,4, 
4705,0,8,2
4707,0,7,2
4712,0, ,1
4714,0,5, 
5071,0,1, 
5073,0,1, 
5075,0,3, 
5078,0,1, 
5082,0, ,1
5087,1, ,1
5097,1, ,1
5098,1,2, 
5108,0,7, 
5117,1,1, 
5128,0,3, 
5131,0,2, 
5137,0,2, 
5141,0,2, 
5145,0,5, 
5151,0,2,2
5155,0,9, 
5164,0,1,2
5166,0,0, 
5180,0, ,1
5182,0,1, 
5186,0,1, 
5188,0, ,1
5189,0, ,1
5190,0,2, 
5198,0,2, 
5200,0, ,1
5222,0, ,1
5228,0,2, 
5239,0, ,1
5253,0,3, 
5258,1,4, 
5259,1,4, 
5263,0,1, 
5265,0,0, 
4716,0, ,1
4724,0,2, 
4733,0,2, 
4734,0,1, 
4735,0,2, 
4736,0, ,1
4741,0,1, 
4747,0,3, 
4751,0, ,1
4753,0, ,1
4757,0,2, 
4762,0,4, 
4769,0,1, 
4771,0,4, 
4781,0,3, 
4787,0,3, 
4792,0,2, 
4804,0,0, 
4808,0, ,1
4809,0,1, 
4814,0,2, 
4823,0,1, 
4835,0, ,1
4836,0,2, 
4845,0,6, 
4851,0,4, 
4861,0,1, 
4865,0,2, 
4872,0,1,2
4874,0,3, 
4880,0, ,1
4887,0,2, 
4894,0, ,1
4897,1,1,2
5035,1,4, 
5054,0,1, 
5058,0,1,2
5059,0,3, 
5061,0,1, 
5091,1,4, 
5096,1,6, 
5100,1,6, 
5102,1,2, 
5103,1,3,2
5106,0,3, 
5115,1, ,1
5122,0,4, 
5123,0, ,1
5126,0,3, 
5139,0, ,1
5145,0,0, 
5159,0,4, 
5166,0, ,1
5167,0,2, 
5179,0,5, 
5181,0,2, 
5191,0,1, 
5199,0,2, 
5215,0,1, 
5237,0,3, 
5241,0,2, 
5244,0,2, 
5274,0, ,1
5283,0, ,1
5290,1, ,1
5305,1,3,2
5268,0, ,1
5270,0, ,1
5276,0,5, 
5277,0,1, 
5281,0, ,1
5285,0,2, 
5292,1,2, 
5297,1, ,1
5323,0,2, 
5331,0, ,1
5339,0,1, 
5355,0,1, 
5375,0,3, 
5401,0,2, 
5424,0,1, 
5425,0, ,1
5425,0, ,1
5426,0,2, 
5430,0, ,1
5433,0, ,1
5436,0,0, 
5442,0,1, 
5448,0,1,2
5450,0,1, 
5461,0, ,1
5464,0,1,2
5472,0,1,2
5480,0,2, 
5482,0, ,1
5488,0,1,2
5501,1,2, 
5507,0,1, 
5512,0,3, 
5514,0,4, 
5516,0,5, 
5519,0,1, 
5523,0,2, 
5547,1,1, 
5551,1, ,1
5555,1,1, 
5571,1,2, 
5595,1,3, 
5599,1, ,1
5602,1,3, 
5603,1,2, 
5613,1,3, 
5614,1,1, 
5641,1,1, 
5645,1,2, 
5665,1, ,1
5681,1,9, 
5685,1,10, 
5687,1, ,1
5702,0,4, 
5707,0,3, 
5711,0,1,2
5716,0, ,1
5720,0,3,2
5726,0,2, 
5729,0,1, 
5731,0,1, 
5734,0,1, 
5744,0,0, 
5745,0, ,1
5753,0, ,1
5761,0,4, 
5313,0, ,1
5319,0,5, 
5325,0, ,1
5329,0,1, 
5333,0,1, 
5342,0, ,1
5348,0, ,1
5349,0, ,1
5350,0, ,1
5357,0,2, 
5365,0, ,1
5377,0,1, 
5382,0, ,1
5394,0, ,1
5403,0,1, 
5407,0,1, 
5421,0, ,1
5422,0, ,1
5431,0,1,2
5440,0, ,1
5459,0, ,1
5463,0, ,1
5471,0,2, 
5475,0,0, 
5476,0, ,1
5479,0,3, 
5485,0,4, 
5486,0,1, 
5496,0,1, 
5508,1,4, 
5509,0, ,1
5510,0,5, 
5520,0,5, 
5525,0,0, 
5526,0,1, 
4898,1, ,1
4899,1,0, 
4906,1,4, 
4923,1,0, 
4928,1,1,2
4934,1,3,2
4937,1,0, 
4943,1,1, 
4948,1,1, 
4950,1, ,1
4967,1,1, 
4973,1, ,1
4994,1,4, 
5014,1, ,1
5021,1,1, 
5034,1,13, 
5037,1,3, 
5040,1,2, 
5042,1, ,1
5049,1, ,1
5062,0,4, 
5063,0,5, 
5064,0,0, 
5065,0,0, 
5068,0,6, 
5069,0,3, 
5072,0,2, 
5080,0,1, 
5088,1, ,1
5089,1,5,2
5090,1,0, 
5093,1,7, 
5109,0,5, 
5763,0,1, 
5764,0,3, 
5772,0,1, 
5776,0,1, 
5780,0,1, 
5787,0,1, 
5806,0,9, 
5810,1,5, 
5814,1,3, 
5819,1,4, 
5830,1,5,2
5843,1, ,1
5849,0,1,2
5854,0, ,1
5858,1,1, 
5859,1,0, 
5862,0,5, 
5864,0, ,1
5872,1,5,2
5875,1,4, 
5883,1,3, 
5886,1, ,1
5889,1, ,1
5890,1, ,1
5893,1,0, 
5899,1, ,1
5903,1,1,2
5913,0, ,1
5914,0,1, 
5922,0, ,1
5933,0, ,1
5944,1,3, 
5951,0,6, 
5528,0, ,1
5530,0,1, 
5542,0, ,1
5562,1,2, 
5565,1, ,1
5579,1,1, 
5602,1, ,1
5622,1, ,1
5624,1, ,1
5632,1,1, 
5633,1,2, 
5636,1,6, 
5648,1,1, 
5653,1,1, 
5654,1,3, 
5657,1,3, 
5692,1,1, 
5710,0, ,1
5720,0,0, 
5722,0, ,1
5734,0, ,1
5741,0,1, 
5748,1, ,1
5751,0, ,1
5754,0,2, 
5757,0,3, 
5765,0,1, 
5767,0, ,1
5778,0, ,1
5797,0,1, 
5800,0,7, 
5110,0,2, 
5113,0, ,1
5114,1, ,1
5132,0,1, 
5133,0,3, 
5134,0,6, 
5136,0,5, 
5140,0, ,1
5143,0, ,1
5144,0,1, 
5152,0,2, 
5153,0,0, 
5154,0,1, 
5161,0,3,2
5170,0,5,2
5172,0, ,1
5177,0, ,1
5187,0,1, 
5192,0,1,2
5196,0,4, 
5197,0,5, 
5198,0,0, 
5203,0,0, 
5205,0, ,1
5216,0,4, 
5218,0,0, 
5226,0, ,1
5227,0,1,2
5230,0,4,2
5246,0,4,2
5248,0, ,1
5250,0,1, 
5252,0,4, 
5262,0, ,1
5267,0,4, 
5279,0,2, 
4267,0,1,2
4268,0, ,1
4271,0,6,2
4278,0, ,1
4279,0, ,1
4287,0,2,2
4288,0,4, 
4291,0,1, 
4294,0,2, 
4299,0, ,1
4309,1,4, 
4311,1,4, 
4312,1,1, 
4331,1,6, 
4333,1,5, 
4342,0, ,1
4355,0, ,1
4360,0,1, 
4373,0,1, 
4392,1, ,1
4393,1,0, 
4409,0, ,1
4421,0,4, 
4428,0,4, 
4431,0,2, 
